Natural Key;Dicofre;Freguesia;Concelho;Distrito;Latitude;Longitude
Tarouca e DálvaresTAROUCAVISEU;182013;Tarouca e Dálvares;TAROUCA;VISEU;54879.539;150698.189
Granja Nova e Vila Chã da BeiraTAROUCAVISEU;182012;Granja Nova e Vila Chã da Beira;TAROUCA;VISEU;29357.449;149623.833
TendaisCINFÃESVISEU;180416;Tendais;CINFÃES;VISEU;36682.4195;151235.511
LalimLAMEGOVISEU;180510;Lalim;LAMEGO;VISEU;6328.78485;149096.826
Paradinha e NagosaMOIMENTA DA BEIRAVISEU;180721;Paradinha e Nagosa;MOIMENTA DA BEIRA;VISEU;26883.1197;151879.118
Grijó e SermondeVILA NOVA DE GAIAPORTO;131725;Grijó e Sermonde;VILA NOVA DE GAIA;PORTO;-26553.671;149237.073
TravancaCINFÃESVISEU;180417;Travanca;CINFÃES;VISEU;-37578.368;151328.073
FerreirimLAMEGOVISEU;180507;Ferreirim;LAMEGO;VISEU;-7632.5828;152099.994
Raiva, Pedorido e ParaísoCASTELO DE PAIVAAVEIRO;10610;Raiva, Pedorido e Paraíso;CASTELO DE PAIVA;AVEIRO;29813.9654;153059.796
TouçaVILA NOVA DE FOZ CÔAGUARDA;91416;Touça;VILA NOVA DE FOZ CÔA;GUARDA;-17489.748;149926.343
SoutoPENEDONOVISEU;181209;Souto;PENEDONO;VISEU;76011.4241;153071.439
MuxagataVILA NOVA DE FOZ CÔAGUARDA;91410;Muxagata;VILA NOVA DE FOZ CÔA;GUARDA;65127.9745;151604.312
CasteloMOIMENTA DA BEIRAVISEU;180708;Castelo;MOIMENTA DA BEIRA;VISEU;82170.82;151773.926
Sobrado e BairrosCASTELO DE PAIVAAVEIRO;10611;Sobrado e Bairros;CASTELO DE PAIVA;AVEIRO;43027.7828;151649.348
CimbresARMAMARVISEU;180104;Cimbres;ARMAMAR;VISEU;-10190.704;151668.259
Penela da BeiraPENEDONOVISEU;181207;Penela da Beira;PENEDONO;VISEU;36241.7691;153490.657
Bigorne, Magueija e PretaroucaLAMEGOVISEU;180526;Bigorne, Magueija e Pretarouca;LAMEGO;VISEU;59448.8306;152445.912
FornosCASTELO DE PAIVAAVEIRO;10602;Fornos;CASTELO DE PAIVA;AVEIRO;20962.3925;151691.728
SendimTABUAÇOVISEU;181913;Sendim;TABUAÇO;VISEU;-10133.052;153930.615
Ferreiros de TendaisCINFÃESVISEU;180405;Ferreiros de Tendais;CINFÃES;VISEU;50379.3433;152229.389
MoimentaCINFÃESVISEU;180408;Moimenta;CINFÃES;VISEU;8325.23098;152667.643
PicoteMIRANDA DO DOUROBRAGANÇA;40611;Picote;MIRANDA DO DOURO;BRAGANÇA;-5096.039;153679.855
Castro VicenteMOGADOUROBRAGANÇA;40808;Castro Vicente;MOGADOURO;BRAGANÇA;147316.357;193883.615
Remondes e SouteloMOGADOUROBRAGANÇA;40831;Remondes e Soutelo;MOGADOURO;BRAGANÇA;108227.328;191299.97
Candoso (São Martinho)GUIMARÃESBRAGA;30857;Candoso (São Martinho);GUIMARÃES;BRAGA;114612.711;192449.41
GaviãoVILA NOVA DE FAMALICÃOBRAGA;31216;Gavião;VILA NOVA DE FAMALICÃO;BRAGA;-17002.547;195221.098
Pousada de SaramagosVILA NOVA DE FAMALICÃOBRAGA;31232;Pousada de Saramagos;VILA NOVA DE FAMALICÃO;BRAGA;-31283.437;195027.947
CobroMIRANDELABRAGANÇA;40713;Cobro;MIRANDELA;BRAGANÇA;-25325.465;195495.167
Vale (São Martinho)VILA NOVA DE FAMALICÃOBRAGA;31241;Vale (São Martinho);VILA NOVA DE FAMALICÃO;BRAGA;73142.7814;193965.814
Candoso São Tiago e MascotelosGUIMARÃESBRAGA;30881;Candoso São Tiago e Mascotelos;GUIMARÃES;BRAGA;-28818.434;195509.177
Agrobom, Saldonha e Vale PereiroALFÂNDEGA DA FÉBRAGANÇA;40121;Agrobom, Saldonha e Vale Pereiro;ALFÂNDEGA DA FÉ;BRAGANÇA;-15489.208;195072.125
Caçarilhe e InfestaCELORICO DE BASTOBRAGA;30524;Caçarilhe e Infesta;CELORICO DE BASTO;BRAGA;103334.062;192454.248
VermoimVILA NOVA DE FAMALICÃOBRAGA;31247;Vermoim;VILA NOVA DE FAMALICÃO;BRAGA;7213.54244;193550.495
Veade, Gagos e MolaresCELORICO DE BASTOBRAGA;30527;Veade, Gagos e Molares;CELORICO DE BASTO;BRAGA;-26577.012;194749.004
UrgezesGUIMARÃESBRAGA;30871;Urgezes;GUIMARÃES;BRAGA;11857.3467;194466.376
Vilar de FerreirosMONDIM DE BASTOVILA REAL;170508;Vilar de Ferreiros;MONDIM DE BASTO;VILA REAL;-13300.173;195497.902
InfantasGUIMARÃESBRAGA;30824;Infantas;GUIMARÃES;BRAGA;19894.9251;192906.261
BilhóMONDIM DE BASTOVILA REAL;170502;Bilhó;MONDIM DE BASTO;VILA REAL;-9230.2205;195410.116
Cepães e FarejaFAFEBRAGA;30741;Cepães e Fareja;FAFE;BRAGA;24518.1552;193452.596
Selho (São Jorge)GUIMARÃESBRAGA;30854;Selho (São Jorge);GUIMARÃES;BRAGA;-6748.7734;195024.543
Antime e Silvares (São Clemente)FAFEBRAGA;30739;Antime e Silvares (São Clemente);FAFE;BRAGA;-18916.468;196034.347
CreixomilGUIMARÃESBRAGA;30813;Creixomil;GUIMARÃES;BRAGA;-2533.6429;195708.768
LouroVILA NOVA DE FAMALICÃOBRAGA;31223;Louro;VILA NOVA DE FAMALICÃO;BRAGA;-14968.343;196575.591
Aguçadoura e NavaisPÓVOA DE VARZIMPORTO;131314;Aguçadoura e Navais;PÓVOA DE VARZIM;PORTO;-34163.227;195974.727
Arões (Santa Cristina)FAFEBRAGA;30726;Arões (Santa Cristina);FAFE;BRAGA;-53152.363;195695.797
RegoCELORICO DE BASTOBRAGA;30517;Rego;CELORICO DE BASTO;BRAGA;-7326.2621;196754.251
RatesPÓVOA DE VARZIMPORTO;131311;Rates;PÓVOA DE VARZIM;PORTO;4477.62971;194982.926
RonfeGUIMARÃESBRAGA;30840;Ronfe;GUIMARÃES;BRAGA;-45487.114;195698.25
Macieira de RatesBARCELOSBRAGA;30244;Macieira de Rates;BARCELOS;BRAGA;-21143.735;196302.66
Carva e VilaresMURÇAVILA REAL;170710;Carva e Vilares;MURÇA;VILA REAL;-42169.024;196253.973
Oliveira, São Paio e São SebastiãoGUIMARÃESBRAGA;30884;Oliveira, São Paio e São Sebastião;GUIMARÃES;BRAGA;49822.8749;194812.11
SambadeALFÂNDEGA DA FÉBRAGANÇA;40111;Sambade;ALFÂNDEGA DA FÉ;BRAGANÇA;-13310.795;197219.414
CostaGUIMARÃESBRAGA;30812;Costa;GUIMARÃES;BRAGA;97436.9609;193508.491
AzinhosoMOGADOUROBRAGANÇA;40801;Azinhoso;MOGADOURO;BRAGANÇA;-11782.108;196438.998
CruzVILA NOVA DE FAMALICÃOBRAGA;31212;Cruz;VILA NOVA DE FAMALICÃO;BRAGA;120218.641;193865.017
QuinchãesFAFEBRAGA;30722;Quinchães;FAFE;BRAGA;-30290.239;196895.171
Barcel, Marmelos e Valverde da GestosaMIRANDELABRAGANÇA;40740;Barcel, Marmelos e Valverde da Gestosa;MIRANDELA;BRAGANÇA;-210.30563;195805.216
SilvaresGUIMARÃESBRAGA;30868;Silvares;GUIMARÃES;BRAGA;77232.0178;193765.065
LaundosPÓVOA DE VARZIMPORTO;131308;Laundos;PÓVOA DE VARZIM;PORTO;-16926.723;197336.287
Negreiros e ChavãoBARCELOSBRAGA;0302FB;Negreiros e Chavão;BARCELOS;BRAGA;-49145.208;196782.967
PeredoMACEDO DE CAVALEIROSBRAGANÇA;40524;Peredo;MACEDO DE CAVALEIROS;BRAGANÇA;-39719.752;196537.056
CótimosTRANCOSOGUARDA;91305;Cótimos;TRANCOSO;GUARDA;106383.203;196478.859
Ferreira de AvesSÁTÃOVISEU;181704;Ferreira de Aves;SÁTÃO;VISEU;75886.9618;128564.478
Figueiredo de AlvaSÃO PEDRO DO SULVISEU;181606;Figueiredo de Alva;SÃO PEDRO DO SUL;VISEU;39657.1559;126761.829
MoledoCASTRO DAIREVISEU;180313;Moledo;CASTRO DAIRE;VISEU;11828.5;128798.822
ArõesVALE DE CAMBRAAVEIRO;11901;Arões;VALE DE CAMBRA;AVEIRO;21434.8141;128039.26
Aguiar da Beira e CorucheAGUIAR DA BEIRAGUARDA;90114;Aguiar da Beira e Coruche;AGUIAR DA BEIRA;GUARDA;-12163.023;127137.727
CastanheiraTRANCOSOGUARDA;91303;Castanheira;TRANCOSO;GUARDA;48835.5571;127673.847
São Martinho da GândaraOLIVEIRA DE AZEMÉISAVEIRO;11315;São Martinho da Gândara;OLIVEIRA DE AZEMÉIS;AVEIRO;64763.567;130488.009
VálegaOVARAVEIRO;11507;Válega;OVAR;AVEIRO;-33299.488;130900.738
OsselaOLIVEIRA DE AZEMÉISAVEIRO;11310;Ossela;OLIVEIRA DE AZEMÉIS;AVEIRO;-38303.086;129736.141
ManhouceSÃO PEDRO DO SULVISEU;181607;Manhouce;SÃO PEDRO DO SUL;VISEU;-24956.514;128750.853
Carvalhais e CandalSÃO PEDRO DO SULVISEU;181620;Carvalhais e Candal;SÃO PEDRO DO SUL;VISEU;-6351.0915;128175.025
Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e MadailOLIVEIRA DE AZEMÉISAVEIRO;11321;Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;OLIVEIRA DE AZEMÉIS;AVEIRO;556.565032;127752.685
ValdujoTRANCOSOGUARDA;91325;Valdujo;TRANCOSO;GUARDA;-29505.811;129761.328
VermiosaFIGUEIRA DE CASTELO RODRIGOGUARDA;90415;Vermiosa;FIGUEIRA DE CASTELO RODRIGO;GUARDA;72110.5652;130137.434
CepelosVALE DE CAMBRAAVEIRO;11903;Cepelos;VALE DE CAMBRA;AVEIRO;105872.401;128178.475
ErvedosaPINHELGUARDA;91009;Ervedosa;PINHEL;GUARDA;-16308.269;129972.697
CunhaSERNANCELHEVISEU;181804;Cunha;SERNANCELHE;VISEU;80982.3085;130791.835
Colmeal e Vilar TorpimFIGUEIRA DE CASTELO RODRIGOGUARDA;90422;Colmeal e Vilar Torpim;FIGUEIRA DE CASTELO RODRIGO;GUARDA;57174.6119;130614.174
Sequeiros e GradizAGUIAR DA BEIRAGUARDA;90115;Sequeiros e Gradiz;AGUIAR DA BEIRA;GUARDA;95847.1693;129894.619
Águas Boas e ForlesSÁTÃOVISEU;181713;Águas Boas e Forles;SÁTÃO;VISEU;51391.8303;131347.255
SulSÃO PEDRO DO SULVISEU;181616;Sul;SÃO PEDRO DO SUL;VISEU;41201.366;131721.263
Moreira de ReiTRANCOSOGUARDA;91312;Moreira de Rei;TRANCOSO;GUARDA;6927.66409;130255.006
QuintelaSERNANCELHEVISEU;181814;Quintela;SERNANCELHE;VISEU;68463.2097;130014.055
Vila Nova de Paiva, Alhais e FráguasVILA NOVA DE PAIVAVISEU;182208;Vila Nova de Paiva, Alhais e Fráguas;VILA NOVA DE PAIVA;VISEU;45643.7436;132685.681
RogeVALE DE CAMBRAAVEIRO;11907;Roge;VALE DE CAMBRA;AVEIRO;32689.2258;131161.534
RabaçalMÊDAGUARDA;90914;Rabaçal;MÊDA;GUARDA;-16972.526;132426.096
Vila de CucujãesOLIVEIRA DE AZEMÉISAVEIRO;11319;Vila de Cucujães;OLIVEIRA DE AZEMÉIS;AVEIRO;74954.8493;132963.758
São RoqueOLIVEIRA DE AZEMÉISAVEIRO;11318;São Roque;OLIVEIRA DE AZEMÉIS;AVEIRO;-31518.161;133853.536
Mamouros, Alva e RibolhosCASTRO DAIREVISEU;180323;Mamouros, Alva e Ribolhos;CASTRO DAIRE;VISEU;-28189.643;133591.444
Cabreiros e Albergaria da SerraAROUCAAVEIRO;10422;Cabreiros e Albergaria da Serra;AROUCA;AVEIRO;14989.1412;131639.881
Castelo RodrigoFIGUEIRA DE CASTELO RODRIGOGUARDA;90403;Castelo Rodrigo;FIGUEIRA DE CASTELO RODRIGO;GUARDA;-7963.8409;133266.451
Nogueira do Cravo e PindeloOLIVEIRA DE AZEMÉISAVEIRO;11320;Nogueira do Cravo e Pindelo;OLIVEIRA DE AZEMÉIS;AVEIRO;100483.879;134054.01
Macieira de CambraVALE DE CAMBRAAVEIRO;11906;Macieira de Cambra;VALE DE CAMBRA;AVEIRO;-26272.183;134230.691
Vila Chã, Codal e Vila Cova de PerrinhoVALE DE CAMBRAAVEIRO;11910;Vila Chã, Codal e Vila Cova de Perrinho;VALE DE CAMBRA;AVEIRO;-19734.556;133499.015
CoriscadaMÊDAGUARDA;90905;Coriscada;MÊDA;GUARDA;-22465.528;133316.784
MõesCASTRO DAIREVISEU;180312;Mões;CASTRO DAIRE;VISEU;78291.3947;132809.212
PepimCASTRO DAIREVISEU;180317;Pepim;CASTRO DAIRE;VISEU;20673.9669;132767.8
Torre do Terrenho, Sebadelhe da Serra e TerrenhoTRANCOSOGUARDA;91331;Torre do Terrenho, Sebadelhe da Serra e Terrenho;TRANCOSO;GUARDA;14210.7325;134757.671
ArnasSERNANCELHEVISEU;181801;Arnas;SERNANCELHE;VISEU;64118.8018;133953.83
Almofala e EscarigoFIGUEIRA DE CASTELO RODRIGOGUARDA;90419;Almofala e Escarigo;FIGUEIRA DE CASTELO RODRIGO;GUARDA;59454.965;134150.916
Santa Maria da Feira, Travanca, Sanfins e EspargoSANTA MARIA DA FEIRAAVEIRO;10935;Santa Maria da Feira, Travanca, Sanfins e Espargo;SANTA MARIA DA FEIRA;AVEIRO;108825.878;132410.511
GranjalSERNANCELHEVISEU;181810;Granjal;SERNANCELHE;VISEU;-35312.512;137916.37
LamosaSERNANCELHEVISEU;181811;Lamosa;SERNANCELHE;VISEU;50526.2893;135628.555
CarregosaOLIVEIRA DE AZEMÉISAVEIRO;11301;Carregosa;OLIVEIRA DE AZEMÉIS;AVEIRO;42812.93;135245.045
São Miguel de Souto e MosteirôSANTA MARIA DA FEIRAAVEIRO;10936;São Miguel de Souto e Mosteirô;SANTA MARIA DA FEIRA;AVEIRO;-23511.08;135720.355
São João da MadeiraSÃO JOÃO DA MADEIRAAVEIRO;11601;São João da Madeira;SÃO JOÃO DA MADEIRA;AVEIRO;-35127.546;135998.038
Macieira de SarnesOLIVEIRA DE AZEMÉISAVEIRO;11305;Macieira de Sarnes;OLIVEIRA DE AZEMÉIS;AVEIRO;-30105.308;136348.95
Reriz e GafanhãoCASTRO DAIREVISEU;180327;Reriz e Gafanhão;CASTRO DAIRE;VISEU;-27684.556;137160.213
Freixeda do Torrão, Quintã de Pêro Martins e Penha de ÁguiaFIGUEIRA DE CASTELO RODRIGOGUARDA;90421;Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;FIGUEIRA DE CASTELO RODRIGO;GUARDA;11200.7137;136531.527
GuilheiroTRANCOSOGUARDA;91310;Guilheiro;TRANCOSO;GUARDA;90931.2216;135010.822
FornosSANTA MARIA DA FEIRAAVEIRO;10908;Fornos;SANTA MARIA DA FEIRA;AVEIRO;61194.4761;137013.793
CarregalSERNANCELHEVISEU;181802;Carregal;SERNANCELHE;VISEU;-33501.674;138282.264
Ovar, São João, Arada e São Vicente de Pereira JusãOVARAVEIRO;11509;Ovar, São João, Arada e São Vicente de Pereira Jusã;OVAR;AVEIRO;46531.3986;137103.855
ChaveAROUCAAVEIRO;10407;Chave;AROUCA;AVEIRO;-41483.521;133001.833
RossasAROUCAAVEIRO;10415;Rossas;AROUCA;AVEIRO;-18340.215;137349.129
ArrifanaSANTA MARIA DA FEIRAAVEIRO;10902;Arrifana;SANTA MARIA DA FEIRA;AVEIRO;-15361.123;137173.252
VárzeaAROUCAAVEIRO;10420;Várzea;AROUCA;AVEIRO;-31325.384;138068.682
Peva e SegõesMOIMENTA DA BEIRAVISEU;180723;Peva e Segões;MOIMENTA DA BEIRA;VISEU;-14557.064;139501.735
CesarOLIVEIRA DE AZEMÉISAVEIRO;11302;Cesar;OLIVEIRA DE AZEMÉIS;AVEIRO;38176.5906;135272.831
São JoaninhoCASTRO DAIREVISEU;180322;São Joaninho;CASTRO DAIRE;VISEU;-26085.89;138727.267
São Martinho das Moitas e Covas do RioSÃO PEDRO DO SULVISEU;181622;São Martinho das Moitas e Covas do Rio;SÃO PEDRO DO SUL;VISEU;23059.928;138824.384
UrrôAROUCAAVEIRO;10419;Urrô;AROUCA;AVEIRO;4400.57515;135828.905
MoldesAROUCAAVEIRO;10414;Moldes;AROUCA;AVEIRO;-13393.509;136616.622
Covelo de Paivó e JanardeAROUCAAVEIRO;10424;Covelo de Paivó e Janarde;AROUCA;AVEIRO;-7140.6326;137371.215
FajõesOLIVEIRA DE AZEMÉISAVEIRO;11303;Fajões;OLIVEIRA DE AZEMÉIS;AVEIRO;-1225.1646;135878.703
BarreiraMÊDAGUARDA;90902;Barreira;MÊDA;GUARDA;-24243.628;138702.746
Milheirós de PoiaresSANTA MARIA DA FEIRAAVEIRO;10914;Milheirós de Poiares;SANTA MARIA DA FEIRA;AVEIRO;80697.6302;138266.16
Vila Cova à CoelheiraVILA NOVA DE PAIVAVISEU;182206;Vila Cova à Coelheira;VILA NOVA DE PAIVA;VISEU;-28749.014;139303.665
MacedaOVARAVEIRO;11504;Maceda;OVAR;AVEIRO;28387.4086;134491.305
Castro DaireCASTRO DAIREVISEU;180304;Castro Daire;CASTRO DAIRE;VISEU;-42077.351;139063.608
EscapãesSANTA MARIA DA FEIRAAVEIRO;10904;Escapães;SANTA MARIA DA FEIRA;AVEIRO;18605.3354;138400.566
Vila da PonteSERNANCELHEVISEU;181817;Vila da Ponte;SERNANCELHE;VISEU;-31431.322;140023.968
MarialvaMÊDAGUARDA;90908;Marialva;MÊDA;GUARDA;53641.9013;139480.73
Vale Flor, Carvalhal e Pai PenelaMÊDAGUARDA;90919;Vale Flor, Carvalhal e Pai Penela;MÊDA;GUARDA;76001.0814;138136.011
TouroVILA NOVA DE PAIVAVISEU;182205;Touro;VILA NOVA DE PAIVA;VISEU;71954.2566;137194.514
Sernancelhe e SarzedaSERNANCELHEVISEU;181821;Sernancelhe e Sarzeda;SERNANCELHE;VISEU;33050.1874;138110.007
PendilheVILA NOVA DE PAIVAVISEU;182203;Pendilhe;VILA NOVA DE PAIVA;VISEU;55842.1037;136621.509
CariaMOIMENTA DA BEIRAVISEU;180707;Caria;MOIMENTA DA BEIRA;VISEU;25780.6734;137644.671
Figueira de Castelo RodrigoFIGUEIRA DE CASTELO RODRIGOGUARDA;90408;Figueira de Castelo Rodrigo;FIGUEIRA DE CASTELO RODRIGO;GUARDA;44050.924;139722.199
Arouca e BurgoAROUCAAVEIRO;10421;Arouca e Burgo;AROUCA;AVEIRO;98560.1522;138662.638
CortegaçaOVARAVEIRO;11502;Cortegaça;OVAR;AVEIRO;-9759.7923;139638.704
Penso e FreixinhoSERNANCELHEVISEU;181820;Penso e Freixinho;SERNANCELHE;VISEU;-35608.009;139698.135
BritiandeLAMEGOVISEU;180504;Britiande;LAMEGO;VISEU;50510.5156;140210.27
São Martinho de SardouraCASTELO DE PAIVAAVEIRO;10608;São Martinho de Sardoura;CASTELO DE PAIVA;AVEIRO;28999.0454;154685.83
CedovimVILA NOVA DE FOZ CÔAGUARDA;91403;Cedovim;VILA NOVA DE FOZ CÔA;GUARDA;-12737.248;153889.929
SebadelheVILA NOVA DE FOZ CÔAGUARDA;91414;Sebadelhe;VILA NOVA DE FOZ CÔA;GUARDA;70511.9614;152031.203
São CosmadoARMAMARVISEU;180114;São Cosmado;ARMAMAR;VISEU;72319.2441;154450.495
Cepões, Meijinhos e MelcõesLAMEGOVISEU;180527;Cepões, Meijinhos e Melcões;LAMEGO;VISEU;41374.7088;153593.418
Santa Maria de SardouraCASTELO DE PAIVAAVEIRO;10607;Santa Maria de Sardoura;CASTELO DE PAIVA;AVEIRO;26355.2086;154275.923
SouseloCINFÃESVISEU;180414;Souselo;CINFÃES;VISEU;-14256.769;153598.99
São CiprianoRESENDEVISEU;181312;São Cipriano;RESENDE;VISEU;-8124.1503;155031.396
LongaTABUAÇOVISEU;181908;Longa;TABUAÇO;VISEU;12198.1538;154979.67
Granja do TedoTABUAÇOVISEU;181906;Granja do Tedo;TABUAÇO;VISEU;45452.1235;154793.681
SalzedasTAROUCAVISEU;182005;Salzedas;TAROUCA;VISEU;43900.5932;155628.501
Rio MauPENAFIELPORTO;131138;Rio Mau;PENAFIEL;PORTO;34052.4084;155619.883
SebolidoPENAFIELPORTO;131134;Sebolido;PENAFIEL;PORTO;-19224.331;154793.862
Felgueiras e FeirãoRESENDEVISEU;181317;Felgueiras e Feirão;RESENDE;VISEU;-17733.471;154039.478
Paredes da BeiraSÃO JOÃO DA PESQUEIRAVISEU;181505;Paredes da Beira;SÃO JOÃO DA PESQUEIRA;VISEU;17041.6905;153451.871
HortaVILA NOVA DE FOZ CÔAGUARDA;91407;Horta;VILA NOVA DE FOZ CÔA;GUARDA;55266.2971;154828.853
Sandim, Olival, Lever e CrestumaVILA NOVA DE GAIAPORTO;131729;Sandim, Olival, Lever e Crestuma;VILA NOVA DE GAIA;PORTO;69121.652;155665.869
Paradela e GranjinhaTABUAÇOVISEU;181919;Paradela e Granjinha;TABUAÇO;VISEU;-31046.114;153357.769
Santa CruzARMAMARVISEU;180111;Santa Cruz;ARMAMAR;VISEU;50796.538;155846.203
Castelo MelhorVILA NOVA DE FOZ CÔAGUARDA;91402;Castelo Melhor;VILA NOVA DE FOZ CÔA;GUARDA;38166.9724;154322.549
Santiago de PiãesCINFÃESVISEU;180412;Santiago de Piães;CINFÃES;VISEU;88574.6759;152971.638
TarouquelaCINFÃESVISEU;180415;Tarouquela;CINFÃES;VISEU;-2301.6185;153942.871
São Martinho das ChãsARMAMARVISEU;180115;São Martinho das Chãs;ARMAMAR;VISEU;-4279.8833;156148.547
Vila Nova de Souto d'El-ReiLAMEGOVISEU;180524;Vila Nova de Souto d'El-Rei;LAMEGO;VISEU;39577.9464;155319.963
EspadanedoCINFÃESVISEU;180404;Espadanedo;CINFÃES;VISEU;25163.758;155607.974
PausRESENDEVISEU;181310;Paus;RESENDE;VISEU;-5782.3904;157231.176
Pedroso e SeixezeloVILA NOVA DE GAIAPORTO;131728;Pedroso e Seixezelo;VILA NOVA DE GAIA;PORTO;18979.0718;155205.863
Valongo dos AzeitesSÃO JOÃO DA PESQUEIRAVISEU;181512;Valongo dos Azeites;SÃO JOÃO DA PESQUEIRA;VISEU;-35651.2;155478.215
Oliveira do DouroCINFÃESVISEU;180410;Oliveira do Douro;CINFÃES;VISEU;62171.4851;156630.702
QueimadelaARMAMARVISEU;180110;Queimadela;ARMAMAR;VISEU;7286.2427;156568.688
CanelasPENAFIELPORTO;131105;Canelas;PENAFIEL;PORTO;32474.915;157607.564
PoiaresFREIXO DE ESPADA À CINTABRAGANÇA;40406;Poiares;FREIXO DE ESPADA À CINTA;BRAGANÇA;-16053.974;156508.192
Melres e MedasGONDOMARPORTO;130416;Melres e Medas;GONDOMAR;PORTO;105739.065;154499.454
Várzea de AbrunhaisLAMEGOVISEU;180523;Várzea de Abrunhais;LAMEGO;VISEU;-23879.713;155551.931
São Romão e SantiagoARMAMARVISEU;180122;São Romão e Santiago;ARMAMAR;VISEU;30719.4148;156745.888
CanelasVILA NOVA DE GAIAPORTO;131703;Canelas;VILA NOVA DE GAIA;PORTO;36069.8477;157152.102
São Cristóvão de NogueiraCINFÃESVISEU;180413;São Cristóvão de Nogueira;CINFÃES;VISEU;-39288.55;156793.335
CinfãesCINFÃESVISEU;180403;Cinfães;CINFÃES;VISEU;837.933261;154876.93
EjaPENAFIELPORTO;131110;Eja;PENAFIEL;PORTO;3565.67327;154153.231
CárquereRESENDEVISEU;181303;Cárquere;RESENDE;VISEU;-14168.384;158098.056
ChavãesTABUAÇOVISEU;181904;Chavães;TABUAÇO;VISEU;14581.0875;156933.094
Freigil e MiomãesRESENDEVISEU;181318;Freigil e Miomães;RESENDE;VISEU;47779.4658;157477.855
PenudeLAMEGOVISEU;180517;Penude;LAMEGO;VISEU;10188.7288;157253.26
Gulpilhares e ValadaresVILA NOVA DE GAIAPORTO;131726;Gulpilhares e Valadares;VILA NOVA DE GAIA;PORTO;23090.3742;156805.439
Aricera e GoujoimARMAMARVISEU;180121;Aricera e Goujoim;ARMAMAR;VISEU;-42423.329;157339.492
Alpendorada, Várzea e TorrãoMARCO DE CANAVESESPORTO;130732;Alpendorada, Várzea e Torrão;MARCO DE CANAVESES;PORTO;41368.0259;158192.037
QueimadaARMAMARVISEU;180109;Queimada;ARMAMAR;VISEU;-10347.737;157289.656
Anreade e São Romão de AregosRESENDEVISEU;181316;Anreade e São Romão de Aregos;RESENDE;VISEU;33616.3175;158438.812
Távora e PereiroTABUAÇOVISEU;181921;Távora e Pereiro;TABUAÇO;VISEU;12384.7787;158336.482
FigueiraLAMEGOVISEU;180509;Figueira;LAMEGO;VISEU;51285.0365;158864.749
LigaresFREIXO DE ESPADA À CINTABRAGANÇA;40404;Ligares;FREIXO DE ESPADA À CINTA;BRAGANÇA;31352.9471;159425.628
Pinheiros e Vale de FigueiraTABUAÇOVISEU;181920;Pinheiros e Vale de Figueira;TABUAÇO;VISEU;99839.9839;156569.637
Vilar de AndorinhoVILA NOVA DE GAIAPORTO;131723;Vilar de Andorinho;VILA NOVA DE GAIA;PORTO;44629.3668;158480.207
CapelaPENAFIELPORTO;131106;Capela;PENAFIEL;PORTO;-37053.573;159070.56
MadalenaVILA NOVA DE GAIAPORTO;131709;Madalena;VILA NOVA DE GAIA;PORTO;-18350.339;158720.912
São João de FontouraRESENDEVISEU;181313;São João de Fontoura;RESENDE;VISEU;-43098.196;159816.455
Lamego (Almacave e Sé)LAMEGOVISEU;180525;Lamego (Almacave e Sé);LAMEGO;VISEU;17974.8573;159737.915
São Martinho de MourosRESENDEVISEU;181314;São Martinho de Mouros;RESENDE;VISEU;27669.5957;158801.756
ResendeRESENDEVISEU;181311;Resende;RESENDE;VISEU;20512.3873;158966.234
Trevões e EspinhosaSÃO JOÃO DA PESQUEIRAVISEU;181516;Trevões e Espinhosa;SÃO JOÃO DA PESQUEIRA;VISEU;15857.617;159269.567
Vilarouco e PereirosSÃO JOÃO DA PESQUEIRAVISEU;181517;Vilarouco e Pereiros;SÃO JOÃO DA PESQUEIRA;VISEU;57973.3252;157859.942
Penha Longa e Paços de GaioloMARCO DE CANAVESESPORTO;130738;Penha Longa e Paços de Gaiolo;MARCO DE CANAVESES;PORTO;64606.1594;158370.037
Ancede e RibadouroBAIÃOPORTO;130221;Ancede e Ribadouro;BAIÃO;PORTO;-335.9986;159251.082
Ferreiros de AvõesLAMEGOVISEU;180508;Ferreiros de Avões;LAMEGO;VISEU;6608.6678;159586.828
ArmamarARMAMARVISEU;180120;Armamar;ARMAMAR;VISEU;26496.4478;160924.119
AvintesVILA NOVA DE GAIAPORTO;131702;Avintes;VILA NOVA DE GAIA;PORTO;38271.9971;159667.674
Bem ViverMARCO DE CANAVESESPORTO;130734;Bem Viver;MARCO DE CANAVESES;PORTO;-34780.143;159659.782
Foz do Sousa e CoveloGONDOMARPORTO;130414;Foz do Sousa e Covelo;GONDOMAR;PORTO;-7584.2158;159764.153
AvõesLAMEGOVISEU;180502;Avões;LAMEGO;VISEU;-29363.57;158631.319
Termas de São VicentePENAFIELPORTO;131143;Termas de São Vicente;PENAFIEL;PORTO;24619.1054;160856.763
Sande e São Lourenço do DouroMARCO DE CANAVESESPORTO;130739;Sande e São Lourenço do Douro;MARCO DE CANAVESES;PORTO;-13931.493;160639.638
