Natural Key;Dicofre;Freguesia;Concelho;Distrito;Latitude;Longitude
AlturaCASTRO MARIMFARO;80404;Altura;CASTRO MARIM;FARO;-13638.899;-276955.59
Vila Real de Santo AntónioVILA REAL DE SANTO ANTÓNIOFARO;81602;Vila Real de Santo António;VILA REAL DE SANTO ANTÓNIO;FARO;55495.2589;-274794.7
PaderneALBUFEIRAFARO;80103;Paderne;ALBUFEIRA;FARO;63131.8998;-275056.16
Bensafrim e Barão de São JoãoLAGOSFARO;80707;Bensafrim e Barão de São João;LAGOS;FARO;-66226.548;-270043.88
PortimãoPORTIMÃOFARO;81103;Portimão;PORTIMÃO;FARO;-54956.703;-277265.99
Vila Nova de CacelaVILA REAL DE SANTO ANTÓNIOFARO;81601;Vila Nova de Cacela;VILA REAL DE SANTO ANTÓNIO;FARO;-63697.216;-273716.57
Santa Catarina da Fonte do BispoTAVIRAFARO;81404;Santa Catarina da Fonte do Bispo;TAVIRA;FARO;51918.3208;-274189.72
São Brás de AlportelSÃO BRÁS DE ALPORTELFARO;81201;São Brás de Alportel;SÃO BRÁS DE ALPORTEL;FARO;31894.5706;-275003.6
Conceição e Cabanas de TaviraTAVIRAFARO;81410;Conceição e Cabanas de Tavira;TAVIRA;FARO;22591.3021;-274438.39
AljezurALJEZURFARO;80301;Aljezur;ALJEZUR;FARO;47421.9523;-273633.88
Castro MarimCASTRO MARIMFARO;80402;Castro Marim;CASTRO MARIM;FARO;-65275.869;-265157.85
Mexilhoeira GrandePORTIMÃOFARO;81102;Mexilhoeira Grande;PORTIMÃO;FARO;-65287.478;-265063.85
Querença, Tôr e BenafimLOULÉFARO;80812;Querença, Tôr e Benafim;LOULÉ;FARO;-43023.763;-273170.53
Tavira (Santa Maria e Santiago)TAVIRAFARO;81412;Tavira (Santa Maria e Santiago);TAVIRA;FARO;-64980.29;-264148.19
SilvesSILVESFARO;81307;Silves;SILVES;FARO;-65922.207;-262328.61
AzinhalCASTRO MARIMFARO;80401;Azinhal;CASTRO MARIM;FARO;-66124.314;-260255.72
SalirLOULÉFARO;80807;Salir;LOULÉ;FARO;55493.7389;-264195.34
AlteLOULÉFARO;80802;Alte;LOULÉ;FARO;10292.936;-266280.9
RogilALJEZURFARO;80304;Rogil;ALJEZUR;FARO;-63048.307;-256413.64
São Bartolomeu de MessinesSILVESFARO;81305;São Bartolomeu de Messines;SILVES;FARO;-61709.729;-254023
AlferceMONCHIQUEFARO;80901;Alferce;MONCHIQUE;FARO;-58508.1;-262597.85
CachopoTAVIRAFARO;81401;Cachopo;TAVIRA;FARO;-30909.66;-259969.94
OdeleiteCASTRO MARIMFARO;80403;Odeleite;CASTRO MARIM;FARO;-61073.289;-252794.28
MarmeleteMONCHIQUEFARO;80902;Marmelete;MONCHIQUE;FARO;52232.2649;-258513.07
MonchiqueMONCHIQUEFARO;80903;Monchique;MONCHIQUE;FARO;-60044.194;-250389.2
AmeixialLOULÉFARO;80803;Ameixial;LOULÉ;FARO;-59806.611;-249938.9
VaqueirosALCOUTIMFARO;80205;Vaqueiros;ALCOUTIM;FARO;16208.2665;-256868.02
OdeceixeALJEZURFARO;80303;Odeceixe;ALJEZUR;FARO;-58585.905;-254043.78
São BarnabéALMODÔVARBEJA;20206;São Barnabé;ALMODÔVAR;BEJA;-59760.855;-248817.2
São Marcos da SerraSILVESFARO;81306;São Marcos da Serra;SILVES;FARO;-59513.408;-247595.47
Martim LongoALCOUTIMFARO;80203;Martim Longo;ALCOUTIM;FARO;-53962.011;-251631.17
GiõesALCOUTIMFARO;80202;Giões;ALCOUTIM;FARO;30018.6975;-248981.52
Santa CruzALMODÔVARBEJA;20205;Santa Cruz;ALMODÔVAR;BEJA;40198.1761;-244840.81
Alcoutim e PereiroALCOUTIMFARO;80206;Alcoutim e Pereiro;ALCOUTIM;FARO;14374.1156;-247953.16
SabóiaODEMIRABEJA;21103;Sabóia;ODEMIRA;BEJA;52121.0108;-246594.43
Santa Clara-a-Nova e Gomes AiresALMODÔVARBEJA;20210;Santa Clara-a-Nova e Gomes Aires;ALMODÔVAR;BEJA;-35104.794;-244660.11
Santana da SerraOURIQUEBEJA;21206;Santana da Serra;OURIQUE;BEJA;-3098.4775;-242937.6
Santa Clara-a-VelhaODEMIRABEJA;21119;Santa Clara-a-Velha;ODEMIRA;BEJA;-15363.258;-241701.54
Almodôvar e Graça dos PadrõesALMODÔVARBEJA;20209;Almodôvar e Graça dos Padrões;ALMODÔVAR;BEJA;-26257.95;-241895.88
Boavista dos PinheirosODEMIRABEJA;21116;Boavista dos Pinheiros;ODEMIRA;BEJA;8702.75219;-239695.57
Vale de SantiagoODEMIRABEJA;21122;Vale de Santiago;ODEMIRA;BEJA;-45465.301;-233169.82
CercalSANTIAGO DO CACÉMSETÚBAL;150903;Cercal;SANTIAGO DO CACÉM;SETÚBAL;-55238.375;-201752.97
MessejanaALJUSTRELBEJA;20103;Messejana;ALJUSTREL;BEJA;-46128.02;-205445.23
Albernoa e TrindadeBEJABEJA;20519;Albernoa e Trindade;BEJA;BEJA;-11738.906;-202748.06
SinesSINESSETÚBAL;151301;Sines;SINES;SETÚBAL;17318.7902;-200561.24
São Domingos e Vale de ÁguaSANTIAGO DO CACÉMSETÚBAL;150913;São Domingos e Vale de Água;SANTIAGO DO CACÉM;SETÚBAL;-66392.619;-189214.77
Cabeça GordaBEJABEJA;20504;Cabeça Gorda;BEJA;BEJA;-65985.225;-188992.35
Aljustrel e Rio de MoinhosALJUSTRELBEJA;20106;Aljustrel e Rio de Moinhos;ALJUSTREL;BEJA;-65693.679;-188710.29
São João de NegrilhosALJUSTRELBEJA;20104;São João de Negrilhos;ALJUSTREL;BEJA;-64722.147;-187834.17
AlvaladeSANTIAGO DO CACÉMSETÚBAL;150902;Alvalade;SANTIAGO DO CACÉM;SETÚBAL;-9386.5232;-190339.14
Santa Clara de LouredoBEJABEJA;20510;Santa Clara de Louredo;BEJA;BEJA;-21642.225;-193717.66
ErvidelALJUSTRELBEJA;20102;Ervidel;ALJUSTREL;BEJA;22041.778;-189767.97
Salvada e QuintosBEJABEJA;20522;Salvada e Quintos;BEJA;BEJA;4384.10892;-189407.24
Vila Verde de FicalhoSERPABEJA;21307;Vila Verde de Ficalho;SERPA;BEJA;36548.1899;-195887.59
Serpa (Salvador e Santa Maria)SERPABEJA;21308;Serpa (Salvador e Santa Maria);SERPA;BEJA;72343.5201;-193295.75
Santa Vitória e MombejaBEJABEJA;20523;Santa Vitória e Mombeja;BEJA;BEJA;-57154.332;-190545.98
Vila Nova de São Bento e Vale de VargoSERPABEJA;21309;Vila Nova de São Bento e Vale de Vargo;SERPA;BEJA;10729.1668;-189917.18
Beja (Santiago Maior e São João Baptista)BEJABEJA;20521;Beja (Santiago Maior e São João Baptista);BEJA;BEJA;64043.2771;-197003.07
Ermidas-SadoSANTIAGO DO CACÉMSETÚBAL;150904;Ermidas-Sado;SANTIAGO DO CACÉM;SETÚBAL;20208.5737;-183866.01
AbelaSANTIAGO DO CACÉMSETÚBAL;150901;Abela;SANTIAGO DO CACÉM;SETÚBAL;-21596.161;-184851.97
Beja (Salvador e Santa Maria da Feira)BEJABEJA;20520;Beja (Salvador e Santa Maria da Feira);BEJA;BEJA;-34331.846;-185187.54
Nossa Senhora das NevesBEJABEJA;20506;Nossa Senhora das Neves;BEJA;BEJA;24904.6585;-181571.34
BeringelBEJABEJA;20503;Beringel;BEJA;BEJA;29242.0815;-182474.53
Santiago do Cacém, Santa Cruz e São Bartolomeu da SerraSANTIAGO DO CACÉMSETÚBAL;150912;Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;SANTIAGO DO CACÉM;SETÚBAL;11755.4258;-178648.66
BrinchesSERPABEJA;21302;Brinches;SERPA;BEJA;-47476.732;-185033.58
Sobral da AdiçaMOURABEJA;21008;Sobral da Adiça;MOURA;BEJA;47457.831;-180844.62
Trigaches e São BrissosBEJABEJA;20524;Trigaches e São Brissos;BEJA;BEJA;74958.3434;-181215.22
BaleizãoBEJABEJA;20502;Baleizão;BEJA;BEJA;16831.7541;-176738.58
Santo AndréSANTIAGO DO CACÉMSETÚBAL;150907;Santo André;SANTIAGO DO CACÉM;SETÚBAL;37152.1982;-179767.31
São Francisco da SerraSANTIAGO DO CACÉMSETÚBAL;150910;São Francisco da Serra;SANTIAGO DO CACÉM;SETÚBAL;-56209.594;-177456.56
Ferreira do Alentejo e CanhestrosFERREIRA DO ALENTEJOBEJA;20808;Ferreira do Alentejo e Canhestros;FERREIRA DO ALENTEJO;BEJA;-46061.698;-175603.49
Safara e Santo Aleixo da RestauraçãoMOURABEJA;21010;Safara e Santo Aleixo da Restauração;MOURA;BEJA;-4922.0192;-180610.88
São MatiasBEJABEJA;20516;São Matias;BEJA;BEJA;87479.4331;-176616.77
Alfundão e PeroguardaFERREIRA DO ALENTEJOBEJA;20807;Alfundão e Peroguarda;FERREIRA DO ALENTEJO;BEJA;24092.2814;-173420.92
PiasSERPABEJA;21303;Pias;SERPA;BEJA;7762.04909;-172477.96
Figueira dos CavaleirosFERREIRA DO ALENTEJOBEJA;20803;Figueira dos Cavaleiros;FERREIRA DO ALENTEJO;BEJA;53555.4967;-175899.44
Faro do AlentejoCUBABEJA;20702;Faro do Alentejo;CUBA;BEJA;-13231.281;-173277.72
PedrógãoVIDIGUEIRABEJA;21401;Pedrógão;VIDIGUEIRA;BEJA;15246.4516;-169134.23
Azinheira dos Barros e São Mamede do SádãoGRÂNDOLASETÚBAL;150501;Azinheira dos Barros e São Mamede do Sádão;GRÂNDOLA;SETÚBAL;44333.9035;-167504.24
CubaCUBABEJA;20701;Cuba;CUBA;BEJA;-23586.242;-172097.68
OdivelasFERREIRA DO ALENTEJOBEJA;20804;Odivelas;FERREIRA DO ALENTEJO;BEJA;21118.2902;-165667.17
BarrancosBARRANCOSBEJA;20401;Barrancos;BARRANCOS;BEJA;-3289.2212;-166721.9
SelmesVIDIGUEIRABEJA;21402;Selmes;VIDIGUEIRA;BEJA;94748.6383;-168195.93
Moura (Santo Agostinho e São João Baptista) e Santo AmadorMOURABEJA;21009;Moura (Santo Agostinho e São João Baptista) e Santo Amador;MOURA;BEJA;32357.776;-167636.42
VidigueiraVIDIGUEIRABEJA;21403;Vidigueira;VIDIGUEIRA;BEJA;64207.7207;-170277.13
Vera CruzPORTELÉVORA;70908;Vera Cruz;PORTEL;ÉVORA;30527.7446;-160926.87
Vila de FradesVIDIGUEIRABEJA;21404;Vila de Frades;VIDIGUEIRA;BEJA;39385.3951;-159524.2
MelidesGRÂNDOLASETÚBAL;150503;Melides;GRÂNDOLA;SETÚBAL;26290.9575;-159979.23
Vila RuivaCUBABEJA;20704;Vila Ruiva;CUBA;BEJA;-51589.711;-165601.2
Vila AlvaCUBABEJA;20703;Vila Alva;CUBA;BEJA;17391.3293;-158663.84
AmarelejaMOURABEJA;21001;Amareleja;MOURA;BEJA;21389.596;-157554.33
Grândola e Santa Margarida da SerraGRÂNDOLASETÚBAL;150506;Grândola e Santa Margarida da Serra;GRÂNDOLA;SETÚBAL;79181.4043;-162438.06
SantanaPORTELÉVORA;70906;Santana;PORTEL;ÉVORA;17857.3829;-153553.3
AlvitoALVITOBEJA;20301;Alvito;ALVITO;BEJA;29521.3784;-154400.61
Vila Nova da BaroniaALVITOBEJA;20302;Vila Nova da Baronia;ALVITO;BEJA;11136.8569;-160522.48
GranjaMOURÃOÉVORA;70801;Granja;MOURÃO;ÉVORA;4704.96801;-155532.5
Póvoa de São MiguelMOURABEJA;21002;Póvoa de São Miguel;MOURA;BEJA;83101.5371;-157672.08
TorrãoALCÁCER DO SALSETÚBAL;150104;Torrão;ALCÁCER DO SAL;SETÚBAL;69014.6588;-157558.35
PortelPORTELÉVORA;70905;Portel;PORTEL;ÉVORA;-13581.063;-156153.46
LuzMOURÃOÉVORA;70802;Luz;MOURÃO;ÉVORA;36987.3023;-151431.58
São Bartolomeu do Outeiro e OriolaPORTELÉVORA;70910;São Bartolomeu do Outeiro e Oriola;PORTEL;ÉVORA;65489.8195;-148771.83
Viana do AlentejoVIANA DO ALENTEJOÉVORA;71302;Viana do Alentejo;VIANA DO ALENTEJO;ÉVORA;22539.943;-150254.61
Amieira e AlquevaPORTELÉVORA;70909;Amieira e Alqueva;PORTEL;ÉVORA;11642.1179;-147425.19
Campo e CampinhoREGUENGOS DE MONSARAZÉVORA;71106;Campo e Campinho;REGUENGOS DE MONSARAZ;ÉVORA;49163.1994;-155067.59
AguiarVIANA DO ALENTEJOÉVORA;71303;Aguiar;VIANA DO ALENTEJO;ÉVORA;57344.639;-149135.86
Sesimbra (Castelo)SESIMBRASETÚBAL;151101;Sesimbra (Castelo);SESIMBRA;SETÚBAL;14492.9345;-142129.82
Monte do TrigoPORTELÉVORA;70903;Monte do Trigo;PORTEL;ÉVORA;-81646.744;-136480.96
Sesimbra (Santiago)SESIMBRASETÚBAL;151102;Sesimbra (Santiago);SESIMBRA;SETÚBAL;-82402.206;-136357.81
MourãoMOURÃOÉVORA;70803;Mourão;MOURÃO;ÉVORA;-83954.617;-136019.97
Azeitão (São Lourenço e São Simão)SETÚBALSETÚBAL;151209;Azeitão (São Lourenço e São Simão);SETÚBAL;SETÚBAL;-84170.081;-135285.97
ComportaALCÁCER DO SALSETÚBAL;150106;Comporta;ALCÁCER DO SAL;SETÚBAL;-75232.838;-133555.25
AlcáçovasVIANA DO ALENTEJOÉVORA;71301;Alcáçovas;VIANA DO ALENTEJO;ÉVORA;-73259.787;-131804.65
CarvalhalGRÂNDOLASETÚBAL;150505;Carvalhal;GRÂNDOLA;SETÚBAL;-4408.5716;-140810.13
MonsarazREGUENGOS DE MONSARAZÉVORA;71103;Monsaraz;REGUENGOS DE MONSARAZ;ÉVORA;-58014.669;-144784.67
Reguengos de MonsarazREGUENGOS DE MONSARAZÉVORA;71104;Reguengos de Monsaraz;REGUENGOS DE MONSARAZ;ÉVORA;64710.9434;-134730.67
CorvalREGUENGOS DE MONSARAZÉVORA;71102;Corval;REGUENGOS DE MONSARAZ;ÉVORA;50689.6618;-138563.24
Torre de CoelheirosÉVORAÉVORA;70513;Torre de Coelheiros;ÉVORA;ÉVORA;57297.1164;-134472.28
SadoSETÚBALSETÚBAL;151208;Sado;SETÚBAL;SETÚBAL;22985.789;-136444.73
São Manços e São Vicente do PigeiroÉVORAÉVORA;70526;São Manços e São Vicente do Pigeiro;ÉVORA;ÉVORA;-57868.118;-129874.23
São MartinhoALCÁCER DO SALSETÚBAL;150105;São Martinho;ALCÁCER DO SAL;SETÚBAL;38231.6635;-133866.99
MontoitoREDONDOÉVORA;71001;Montoito;REDONDO;ÉVORA;-33245.518;-132318.16
Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa SusanaALCÁCER DO SALSETÚBAL;150107;Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;ALCÁCER DO SAL;SETÚBAL;47893.0518;-128101.6
Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)SETÚBALSETÚBAL;151210;Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);SETÚBAL;SETÚBAL;-33244.801;-140450.63
Setúbal (São Sebastião)SETÚBALSETÚBAL;151205;Setúbal (São Sebastião);SETÚBAL;SETÚBAL;-69182.161;-127162.92
Évora (São Mamede, Sé, São Pedro e Santo Antão)ÉVORAÉVORA;70523;Évora (São Mamede, Sé, São Pedro e Santo Antão);ÉVORA;ÉVORA;-63593.06;-126422.72
Gâmbia-Pontes-Alto da GuerraSETÚBALSETÚBAL;151207;Gâmbia-Pontes-Alto da Guerra;SETÚBAL;SETÚBAL;19562.4314;-121729.46
Quinta do CondeSESIMBRASETÚBAL;151103;Quinta do Conde;SESIMBRA;SETÚBAL;-76381.948;-127845.94
Santiago do EscouralMONTEMOR-O-NOVOÉVORA;70605;Santiago do Escoural;MONTEMOR-O-NOVO;ÉVORA;-81060.958;-123513.46
Malagueira e Horta das FigueirasÉVORAÉVORA;70524;Malagueira e Horta das Figueiras;ÉVORA;ÉVORA;-2946.8593;-127038.92
Fernão FerroSEIXALSETÚBAL;151006;Fernão Ferro;SEIXAL;SETÚBAL;18707.5823;-124157.84
Capelins (Santo António)ALANDROALÉVORA;70104;Capelins (Santo António);ALANDROAL;ÉVORA;-83208.724;-121323.69
São CristóvãoMONTEMOR-O-NOVOÉVORA;70606;São Cristóvão;MONTEMOR-O-NOVO;ÉVORA;68935.8543;-125986.75
PalmelaPALMELASETÚBAL;150802;Palmela;PALMELA;SETÚBAL;-13826.172;-126334.02
Nossa Senhora de MachedeÉVORAÉVORA;70503;Nossa Senhora de Machede;ÉVORA;ÉVORA;-64428.952;-120324.22
Santiago MaiorALANDROALÉVORA;70103;Santiago Maior;ALANDROAL;ÉVORA;32924.9028;-122844.46
São Sebastião da Giesteira e Nossa Senhora da Boa FéÉVORAÉVORA;70527;São Sebastião da Giesteira e Nossa Senhora da Boa Fé;ÉVORA;ÉVORA;57827.1091;-123583.17
Nossa Senhora da Tourega e Nossa Senhora de GuadalupeÉVORAÉVORA;70525;Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;ÉVORA;ÉVORA;2476.50167;-121168.39
Palhais e CoinaBARREIROSETÚBAL;150411;Palhais e Coina;BARREIRO;SETÚBAL;9877.06167;-130392.08
Quinta do AnjoPALMELASETÚBAL;150804;Quinta do Anjo;PALMELA;SETÚBAL;-78885.243;-117813.18
Santo António da CharnecaBARREIROSETÚBAL;150407;Santo António da Charneca;BARREIRO;SETÚBAL;-72944.979;-120051.84
LandeiraVENDAS NOVASÉVORA;71202;Landeira;VENDAS NOVAS;ÉVORA;-77527.165;-116219.45
CanaviaisÉVORAÉVORA;70515;Canaviais;ÉVORA;ÉVORA;-41253.463;-118969.25
CabrelaMONTEMOR-O-NOVOÉVORA;70601;Cabrela;MONTEMOR-O-NOVO;ÉVORA;20355.9353;-116766.09
Seixal, Arrentela e Aldeia de Paio PiresSEIXALSETÚBAL;151007;Seixal, Arrentela e Aldeia de Paio Pires;SEIXAL;SETÚBAL;-29927.411;-120910.65
CorroiosSEIXALSETÚBAL;151005;Corroios;SEIXAL;SETÚBAL;-82624.309;-116459.79
AmoraSEIXALSETÚBAL;151002;Amora;SEIXAL;SETÚBAL;-89089.468;-116040.09
Bacelo e Senhora da SaúdeÉVORAÉVORA;70522;Bacelo e Senhora da Saúde;ÉVORA;ÉVORA;-86725.886;-116581.23
Alto do Seixalinho, Santo André e VerderenaBARREIROSETÚBAL;150409;Alto do Seixalinho, Santo André e Verderena;BARREIRO;SETÚBAL;22602.8407;-117274.54
Charneca de Caparica e SobredaALMADASETÚBAL;150314;Charneca de Caparica e Sobreda;ALMADA;SETÚBAL;-80835.385;-113153.87
Costa da CaparicaALMADASETÚBAL;150303;Costa da Caparica;ALMADA;SETÚBAL;-91725.614;-116829.83
Laranjeiro e FeijóALMADASETÚBAL;150315;Laranjeiro e Feijó;ALMADA;SETÚBAL;-94683.39;-115341.55
MoitaMOITASETÚBAL;150603;Moita;MOITA;SETÚBAL;-89250.472;-111806.04
Pinhal NovoPALMELASETÚBAL;150803;Pinhal Novo;PALMELA;SETÚBAL;-73380.183;-113562.26
Caparica e TrafariaALMADASETÚBAL;150313;Caparica e Trafaria;ALMADA;SETÚBAL;-66626.035;-113956.25
Baixa da Banheira e Vale da AmoreiraMOITASETÚBAL;150607;Baixa da Banheira e Vale da Amoreira;MOITA;SETÚBAL;-94177.585;-111330.84
Alhos VedrosMOITASETÚBAL;150601;Alhos Vedros;MOITA;SETÚBAL;-78861.707;-111813.26
Almada, Cova da Piedade, Pragal e CacilhasALMADASETÚBAL;150312;Almada, Cova da Piedade, Pragal e Cacilhas;ALMADA;SETÚBAL;-76583.007;-113408.47
Barreiro e LavradioBARREIROSETÚBAL;150410;Barreiro e Lavradio;BARREIRO;SETÚBAL;-89753.685;-109735.73
Terena (São Pedro)ALANDROALÉVORA;70105;Terena (São Pedro);ALANDROAL;ÉVORA;-80859.019;-110709.44
Gaio-Rosário e Sarilhos PequenosMOITASETÚBAL;150608;Gaio-Rosário e Sarilhos Pequenos;MOITA;SETÚBAL;60012.7222;-116382.17
Nossa Senhora da Graça do DivorÉVORAÉVORA;70502;Nossa Senhora da Graça do Divor;ÉVORA;ÉVORA;-75626.976;-109255.56
São Miguel de MachedeÉVORAÉVORA;70509;São Miguel de Machede;ÉVORA;ÉVORA;13006.5381;-112615.94
Sarilhos GrandesMONTIJOSETÚBAL;150704;Sarilhos Grandes;MONTIJO;SETÚBAL;34049.2262;-113754.28
Carcavelos e ParedeCASCAISLISBOA;110507;Carcavelos e Parede;CASCAIS;LISBOA;-72112.398;-109863.04
Atalaia e Alto Estanqueiro-JardiaMONTIJOSETÚBAL;150709;Atalaia e Alto Estanqueiro-Jardia;MONTIJO;SETÚBAL;-105326.17;-107578.5
EstrelaLISBOALISBOA;110660;Estrela;LISBOA;LISBOA;-69188.049;-109314.8
MisericórdiaLISBOALISBOA;110661;Misericórdia;LISBOA;LISBOA;-89627.673;-106573.42
Oeiras e São Julião da Barra, Paço de Arcos e CaxiasOEIRASLISBOA;111014;Oeiras e São Julião da Barra, Paço de Arcos e Caxias;OEIRAS;LISBOA;-88165.533;-106403.42
PegõesMONTIJOSETÚBAL;150711;Pegões;MONTIJO;SETÚBAL;-101369.26;-106866.21
Santa Maria MaiorLISBOALISBOA;110665;Santa Maria Maior;LISBOA;LISBOA;-45770.919;-108955.67
BelémLISBOALISBOA;110658;Belém;LISBOA;LISBOA;-86920.787;-106098.89
Algés, Linda-a-Velha e Cruz Quebrada-DafundoOEIRASLISBOA;111012;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;OEIRAS;LISBOA;-93959.161;-107362.99
São VicenteLISBOALISBOA;110667;São Vicente;LISBOA;LISBOA;-96477.829;-106005.09
Campo de OuriqueLISBOALISBOA;110659;Campo de Ourique;LISBOA;LISBOA;-85981.862;-105211.59
AjudaLISBOALISBOA;110601;Ajuda;LISBOA;LISBOA;-89808.847;-104930.94
AlcântaraLISBOALISBOA;110602;Alcântara;LISBOA;LISBOA;-92678.243;-105604.67
Montijo e AfonsoeiroMONTIJOSETÚBAL;150710;Montijo e Afonsoeiro;MONTIJO;SETÚBAL;-91353.958;-105906.54
Santo AntónioLISBOALISBOA;110666;Santo António;LISBOA;LISBOA;-74672.636;-106323.8
Cascais e EstorilCASCAISLISBOA;110508;Cascais e Estoril;CASCAIS;LISBOA;-88331.64;-104636.3
ArroiosLISBOALISBOA;110656;Arroios;LISBOA;LISBOA;-116780.77;-103363.83
SamoucoALCOCHETESETÚBAL;150202;Samouco;ALCOCHETE;SETÚBAL;-87378.819;-103945.96
Penha de FrançaLISBOALISBOA;110663;Penha de França;LISBOA;LISBOA;-76132.846;-104156.36
Poceirão e MaratecaPALMELASETÚBAL;150806;Poceirão e Marateca;PALMELA;SETÚBAL;-85866.981;-104098.43
Carnaxide e QueijasOEIRASLISBOA;111013;Carnaxide e Queijas;OEIRAS;LISBOA;-52948.979;-115138.22
São FranciscoALCOCHETESETÚBAL;150203;São Francisco;ALCOCHETE;SETÚBAL;-96554.642;-104108.41
BeatoLISBOALISBOA;110607;Beato;LISBOA;LISBOA;-72690.565;-103673.03
CampolideLISBOALISBOA;110610;Campolide;LISBOA;LISBOA;-84953.154;-103595.07
AlfragideAMADORALISBOA;111512;Alfragide;AMADORA;LISBOA;-116471.48;-102059.12
Avenidas NovasLISBOALISBOA;110657;Avenidas Novas;LISBOA;LISBOA;-116479.67;-101660.34
AreeiroLISBOALISBOA;110655;Areeiro;LISBOA;LISBOA;-116491.98;-101650.59
Vendas NovasVENDAS NOVASÉVORA;71201;Vendas Novas;VENDAS NOVAS;ÉVORA;-116476.7;-101538.95
Águas LivresAMADORALISBOA;111513;Águas Livres;AMADORA;LISBOA;-29939.498;-109736.12
RedondoREDONDOÉVORA;71002;Redondo;REDONDO;ÉVORA;-94448.293;-101879.91
Porto SalvoOEIRASLISBOA;111009;Porto Salvo;OEIRAS;LISBOA;46256.7785;-113121.53
IgrejinhaARRAIOLOSÉVORA;70202;Igrejinha;ARRAIOLOS;ÉVORA;-101789.54;-104073.17
BarcarenaOEIRASLISBOA;111002;Barcarena;OEIRAS;LISBOA;21196.3172;-108165.02
São Domingos de RanaCASCAISLISBOA;110506;São Domingos de Rana;CASCAIS;LISBOA;-99744.343;-102963.42
Foros de Vale de FigueiraMONTEMOR-O-NOVOÉVORA;70610;Foros de Vale de Figueira;MONTEMOR-O-NOVO;ÉVORA;-116661.98;-100769.02
PardaisVILA VIÇOSAÉVORA;71404;Pardais;VILA VIÇOSA;ÉVORA;-16636.421;-105523.6
Nossa Senhora da Vila, Nossa Senhora do Bispo e SilveirasMONTEMOR-O-NOVOÉVORA;70612;Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;MONTEMOR-O-NOVO;ÉVORA;-116825.22;-100600.24
Cacém e São MarcosSINTRALISBOA;111124;Cacém e São Marcos;SINTRA;LISBOA;-7262.6584;-111645.83
Encosta do SolAMADORALISBOA;111514;Encosta do Sol;AMADORA;LISBOA;-101784.13;-99974.366
LumiarLISBOALISBOA;110618;Lumiar;LISBOA;LISBOA;-93945.539;-99237.906
OlivaisLISBOALISBOA;110633;Olivais;LISBOA;LISBOA;-89548.016;-99243.358
Moscavide e PortelaLOURESLISBOA;110726;Moscavide e Portela;LOURES;LISBOA;-86170.894;-99143.035
Agualva e Mira-SintraSINTRALISBOA;111122;Agualva e Mira-Sintra;SINTRA;LISBOA;-84841.491;-97947.865
Évora Monte (Santa Maria)ESTREMOZÉVORA;70404;Évora Monte (Santa Maria);ESTREMOZ;ÉVORA;-100799.1;-98610.824
Santa ClaraLISBOALISBOA;110664;Santa Clara;LISBOA;LISBOA;36711.6582;-101711.07
Parque das NaçõesLISBOALISBOA;110662;Parque das Nações;LISBOA;LISBOA;-88545.174;-97548.303
Mina de ÁguaAMADORALISBOA;111516;Mina de Água;AMADORA;LISBOA;-83631.337;-98751.622
Rio de MouroSINTRALISBOA;111108;Rio de Mouro;SINTRA;LISBOA;-95918.334;-98320.125
OdivelasODIVELASLISBOA;111603;Odivelas;ODIVELAS;LISBOA;-104007.54;-99426.325
Sacavém e Prior VelhoLOURESLISBOA;110727;Sacavém e Prior Velho;LOURES;LISBOA;-91166.045;-96849.069
Borba (São Bartolomeu)BORBAÉVORA;70304;Borba (São Bartolomeu);BORBA;ÉVORA;-85244.002;-96740.142
Póvoa de Santo Adrião e Olival BastoODIVELASLISBOA;111609;Póvoa de Santo Adrião e Olival Basto;ODIVELAS;LISBOA;58512.0249;-95428.583
Pontinha e FamõesODIVELASLISBOA;111608;Pontinha e Famões;ODIVELAS;LISBOA;-89473.766;-96208.667
Nossa Senhora da Conceição e São BartolomeuVILA VIÇOSAÉVORA;71406;Nossa Senhora da Conceição e São Bartolomeu;VILA VIÇOSA;ÉVORA;-93270.875;-97379.479
Casal de CambraSINTRALISBOA;111115;Casal de Cambra;SINTRA;LISBOA;63270.8548;-99226.457
Rio de MoinhosBORBAÉVORA;70303;Rio de Moinhos;BORBA;ÉVORA;-95507.128;-95610.165
Queluz e BelasSINTRALISBOA;111126;Queluz e Belas;SINTRA;LISBOA;54649.7567;-100140.76
Gafanhoeira (São Pedro) e SabugueiroARRAIOLOSÉVORA;70208;Gafanhoeira (São Pedro) e Sabugueiro;ARRAIOLOS;ÉVORA;-98925.591;-97234.957
AlcocheteALCOCHETESETÚBAL;150201;Alcochete;ALCOCHETE;SETÚBAL;3856.60869;-101444.5
CiborroMONTEMOR-O-NOVOÉVORA;70607;Ciborro;MONTEMOR-O-NOVO;ÉVORA;-67570.241;-103206.35
